acapproject	eligible	date	day	month	year	pplid	pplname	latitude	longitude	distid	distname	provid	provname	altitude	population	logpop	logelev	langcode	language	pashto	neighbors	cdcfamilies	cdcprojects	cdcpercapita	killed	wounded	combined	killeddum	woundeddum	property	incidenttype	airstrike	cfmilop	crossfire	milop	sb	ied	accident	eof	indirect	cfindirect	isafinit	isafresp	talibresp	pre7a	preied7a	post7a	postied7a	preisaf7a	diff7a	diffied7a	pre7b	preied7b	post7b	postied7b	diff7b	diffied7b	pre7c	preied7c	post7c	postied7c	diff7c	diffied7c	pre30a	preied30a	post30a	postied30a	preisaf30a	diff30a	diffied30a	pre30b	preied30b	post30b	postied30b	diff30b	diffied30b	pre30c	preied30c	post30c	postied30c	diff30c	diffied30c	pre90a	preied90a	post90a	postied90a	preisaf90a	diff90a	diffied90a	pre90b	preied90b	post90b	postied90b	diff90b	diffied90b	pre90c	preied90c	post90c	postied90c	diff90c	diffied90c	pre180a	preied180a	post180a	postied180a	preisaf180a	diff180a	diffied180a	pre180b	preied180b	post180b	postied180b	diff180b	diffied180b	pre180c	preied180c	post180c	postied180c	diff180c	diffied180c	pre365a	preied365a	post365a	postied365a	preisaf365a	diff365a	diffied365a	pre365b	preied365b	post365b	postied365b	diff365b	diffied365b	pre365c	preied365c	post365c	postied365c	diff365c	diffied365c	pre730a	preied730a	post730a	postied730a	preisaf730a	diff730a	diffied730a	pre730b	preied730b	post730b	postied730b	diff730b	diffied730b	pre730c	preied730c	post730c	postied730c	diff730c	diffied730c	kabul	pakistan	dcdistkm	basedistkm	km3bases	km5bases	km10bases	fightingseason	dateofincident	incidentmonth	incidentday	incidentyear	rightcensor730sigact	rightcensor730immap	rightcensor365immap	dum2011	dum2012	dum2013	qtr42011	qtr12012	qtr22012	qtr32012	qtr42012	qtr12013	qtr22013	qtr32013	valueia	beneficiaries	aidamount	casualties	totalharm	logneighbors	logdisttobase	logdcdistkm	logroadkm	logaidamount	logcdcpercapita	logbeneficiaries	logvalueia	pre7aplacebo	preisaf7aplacebo	preied7aplacebo	post7aplacebo	postied7aplacebo	diff7aplacebo	pre90aplacebo	preisaf90aplacebo	preied90aplacebo	post90aplacebo	postied90aplacebo	diff90aplacebo	pre180aplacebo	preisaf180aplacebo	preied180aplacebo	post180aplacebo	postied180aplacebo	diff180aplacebo	pre365aplacebo	preisaf365aplacebo	preied365aplacebo	post365aplacebo	postied365placebo	diff365aplacebo	pqtr42008	pqtr12009	pqtr22009	pqtr32009	pqtr42009	pqtr12010	pqtr22010	pqtr32010	incidentlocationrc	rc	north	south	southwest	west	kunar	helmand	kandahar	khost	logar	east	pre7aid	preisaf7aid	preied7aid	post7aid	postied7aid	pre90aid	preisaf90aid	preied90aid	post90aid	postied90aid	pre180aid	preisaf180aid	preied180aid	post180aid	postied180aid	pre365aid	preisaf365aid	preied365aid	post365aid	postied365aid	pre7bid	preied7bid	post7bid	postied7bid	pre90bid	preied90bid	post90bid	postied90bid	pre180bid	preied180bid	post180bid	postied180bid	pre365bid	preied365bid	post365bid	postied365bid	pre7cid	preied7cid	post7cid	postied7cid	pre90cid	preied90cid	post90cid	postied90cid	pre180cid	preied180cid	post180cid	postied180cid	pre365cid	preied365cid	post365cid	postied365cid	timesaid	pre7bplacebo	preisaf7bplacebo	preied7bplacebo	post7bplacebo	postied7bplacebo	pre90bplacebo	preisaf90bplacebo3	preied90bplacebo	post90bplacebo	postied90bplacebo	pre180bplacebo	preisaf180bplacebo	preied180bplacebo	post180bplacebo	postied180bplacebo3	pre365bplacebo	preisaf365bplacebo	preied365bplacebo	post365bplacebo	postied365bplacebo	pre7cplacebo	preisaf7cplacebo	preied7cplacebo	post7cplacebo	postied7cplacebo	pre90cplacebo	preisaf90cplacebo	preied90cplacebo	post90cplacebo	postied90cplacebo	pre180cplacebo	preied180cplacebo	pre365cplacebo	preied365cplacebo
11	1	"1/17/13"	17	1	2013	12616	"JAAR KHOSHK"	36.2695	68.7828	1311	"Baghlani Jadid"	13	"Baghlan"	534	668	6.504288	6.280396	2	"Pashto"	1	34	142	2	200.4437	4	0	4	1	0	0	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	1	0	-1	-1	1	0	0	0	-1	0	0	0	0	0	0	0	5	2	7	2	1	2	0	1	0	0	0	-1	0	0	0	0	0	0	0	10	3	8	2	1	-2	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	21.521	13365	0	0	0	0	"12/26/12"	12	26	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	379.75	28	10633.0	1.3887912	1.3862944	3.5266545	9.500396	3.0694938	4.302442	9.271719	5.3005834	3.3322046	5.939513	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	1.0	1	0	0	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	1	3	0	3	0	2	4	1	4	1	2	8	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1	"9/12/13"	12	9	2013	6864	"DAHANA FALOL"	36.1997	69.2762	1310	"Burka"	13	"Baghlan"	1905	536	6.284134	7.552238	1	"Dari"	0	7	0	0	0.0	0	0	0	0	0	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.697	13829	0	0	0	1	"2/27/12"	2	27	2012	0	0	0	0	1	0	0	1	0	0	0	0	0	0	386.0	14	5404.0	-4.6051702	0.0	1.9473377	9.534524	2.6179066	-4.6051702	8.594896	-4.6051702	2.6390574	5.9558372	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	1	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	2	4	1	4	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1	"9/12/13"	12	9	2013	17966	"LAGAN KHAIL"	36.1086	68.9932	1309	"Nahrin"	13	"Baghlan"	935	506	6.226537	6.840547	1	"Dari"	0	18	0	0	0.0	1	1	2	1	1	0	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.751	13479	0	0	0	1	"5/5/13"	5	5	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	386.0	21	8106.0	0.6981347	0.6931472	2.890927	9.508889	2.8190548	-4.6051702	9.000361	-4.6051702	3.0445225	5.9558372	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1	"9/12/13"	12	9	2013	11856	"HAMAT KHAIL HAJI BAZ GUL"	36.2966	68.7542	1311	"Baghlani Jadid"	13	"Baghlan"	513	328	5.793014	6.240276	2	"Pashto"	1	24	0	0	0.0	0	0	0	0	0	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	4	0	0	-4	-1	0	0	0	0	0	0	0	0	0	0	0	0	15	3	10	0	0	-5	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.066	16567	0	0	0	1	"5/28/13"	5	28	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	386.0	39	15054.0	-4.6051702	0.0	3.1784704	9.715169	3.1812155	4.302442	9.6194	-4.6051702	3.6635616	5.9558372	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	1.0	1	0	0	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	9	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	1	"9/12/13"	12	9	2013	11856	"HAMAT KHAIL HAJI BAZ GUL"	36.2966	68.7542	1311	"Baghlani Jadid"	13	"Baghlan"	513	328	5.793014	6.240276	2	"Pashto"	1	24	0	0	0.0	0	0	0	0	0	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	4	0	0	-4	-1	0	0	0	0	0	0	0	0	0	0	0	0	15	3	10	0	0	-5	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.066	16567	0	0	0	1	"1/9/13"	1	9	2013	1	1	0	0	0	1	0	0	0	0	0	1	0	0	386.0	8	3088.0	-4.6051702	0.0	3.1784704	9.715169	3.1812155	4.302442	8.035282	-4.6051702	2.0794415	5.9558372	0	0	0	0	0	0.0	1	0	0	0	0	-1.0	1	0	0	1	0	0.0	1	0	0	2	0	1.0	0	0	1	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	8	0	3	4	0	9	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	1	"12/13/12"	13	12	2012	35130	"CHAR BULAK"	36.7913	66.6874	1607	"Chahar Bolak"	16	"Balkh"	329	13786	9.531409	5.796058	2	"Pashto"	1	24	120	3	205.0417	1	0	1	1	0	0	"Accident"	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	-2	0	1	1	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	-1	0	2	2	1	1	-1	-1	0	0	1	1	1	1	2	0	3	0	0	1	0	6	2	0	1	-6	-1	0	0	1	1	1	1	0	0	3.805	759	1	1	1	0	"6/14/12"	6	14	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	399.04	13	5187.52	0.0099503305	0.0	3.1784704	6.6320148	1.3389407	3.5022485	8.554013	5.323262	2.5649493	5.989062	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	1	1	0	0	1	1	1	1	1	1	1	1	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	8	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
17	1	"1/27/13"	27	1	2013	20720	"MOMENA NOW SHAHR"	36.7079	66.6289	1608	"Chimtal"	16	"Balkh"	360	192	5.257495	5.886104	2	"Dari"	0	27	0	0	0.0	0	1	1	0	1	0	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	8	4	0	-2	2	0	0	1	1	1	1	0	0	0	0	0	0	16	3	9	4	0	-7	1	1	0	1	1	0	1	0	0	0	0	0	0	27	5	13	5	1	-14	0	4	0	0	1	-4	1	0	0	0	0	0	0	0	0	4.771	1861	1	1	1	0	"7/20/12"	7	20	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	395.5	11	4350.5	0.0099503305	0.0	3.2962072	7.5288744	1.5646497	2.7899375	8.378048	-4.6051702	2.3978953	5.9801507	0	0	0	0	0	0.0	0	0	0	1	0	1.0	6	0	2	5	0	-1.0	7	0	3	13	0	6.0	0	0	0	0	0	1	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	3	0	1	7	1	6	0	1	10	2	9	1	1	18	6	0	0	0	0	1	0	0	0	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
18	1	"2/21/13"	21	2	2013	22646	"NOW SHAHR LALE ZAI"	36.7114	66.5623	1608	"Chimtal"	16	"Balkh"	321	637	6.456769	5.771441	2	"Pashto"	1	20	0	0	0.0	0	3	3	0	1	0	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	7	0	0	0	1	1	1	1	0	0	0	0	0	0	7	2	13	0	0	6	-2	0	0	1	1	1	1	0	0	0	0	0	0	13	3	44	1	0	31	-2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	17.777	18057	0	0	0	0	"5/8/12"	5	8	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	388.0	20	7760.0	1.10194	1.0986123	2.996232	9.80129	2.8784678	2.7899375	8.956738	-4.6051702	2.9957323	5.961005	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	1	0	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	4	0	2	0	0	4	0	2	1	0	7	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	3	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
19	1	"2/26/13"	26	2	2013	35330	"MAZAR-E-SHARIF"	36.7023	67.103	1601	"Mazari Sharif"	16	"Balkh"	393	300600	12.61354	5.97381	8	"Hazaragi"	0	8	0	0	0.0	2	0	2	1	0	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	6	0	4	0	0	-2	0	0	0	0	0	0	0	2	0	0	0	-2	0	6	0	8	0	0	2	0	2	2	0	0	-2	-2	2	0	0	0	-2	0	11	1	11	0	0	0	-1	2	2	0	0	-2	-2	3	1	0	0	-3	-1	18	2	20	0	0	2	-2	4	3	0	0	-4	-3	3	1	1	0	-2	-1	31	4	177	14	0	146	10	10	4	0	0	-10	-4	5	2	1	0	-4	-2	0	0	1.333	3188	0	4	7	0	"1/26/13"	1	26	2013	1	1	0	0	0	1	0	0	0	0	0	1	0	0	377.0	9	3393.0	0.6981347	0.6931472	2.0806909	8.067152	0.29490587	2.7536607	8.129473	-4.6051702	2.1972246	5.9322453	0	0	0	0	0	0.0	3	0	0	0	0	-3.0	5	0	0	0	0	-5.0	6	0	0	5	0	-1.0	0	0	0	0	1	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	11	0	9	0	2	16	0	12	0	2	24	0	1	1	0	0	2	2	0	0	3	3	0	0	4	3	0	0	0	0	0	0	0	0	2	0	1	1	2	0	1	1	3	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	3	1	3	0	0	5	1	0	0	0	0	0	0	0	0	0	0	3	0	4	0
20	1	"2/28/13"	28	2	2013	45711	"NAHRI SHAHI"	36.6865	67.1008	1601	"Mazari Sharif"	16	"Balkh"	391	0	7.083388	5.968708	1	"Dari"	0	0	0	0	0.0	0	2	2	0	1	1	"Accident"	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	1	0	0	0	-1	0	0	0	0	0	0	0	3	0	6	0	0	3	0	1	0	0	0	-1	0	0	0	0	0	0	0	6	0	19	1	0	13	1	2	0	0	0	-2	0	0	0	0	0	0	0	0	0	3.04	2742	1	4	7	0	"1/28/13"	1	28	2013	1	1	0	0	0	1	0	0	0	0	0	1	0	0	379.0	20	7580.0	0.6981347	1.0986123	-4.6051702	7.9164467	1.1151416	2.7536607	8.9332695	-4.6051702	2.9957323	5.9375362	0	0	0	0	0	0.0	1	0	0	1	0	0.0	1	0	0	2	0	1.0	1	0	0	2	0	1.0	0	0	0	1	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	3	0	0	6	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	1	"5/9/13"	9	5	2013	22715	"NOWARID TARAKI IMAM SAHIB"	36.6927	66.5385	1608	"Chimtal"	16	"Balkh"	347	195	5.273	5.849325	2	"Dari"	0	20	96	1	201.4896	2	0	2	1	0	0	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.771	1861	1	1	1	1	"11/10/12"	11	10	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	405.0	14	5670.0	0.6981347	0.6931472	2.996232	7.5288744	1.5646497	2.7899375	8.642946	5.3057876	2.6390574	6.003887	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
22	1	"5/22/13"	22	5	2013	35163	"DEH DADI"	36.6666	66.9777	1612	"Dihdadi"	16	"Balkh"	402	25061	10.12907	5.996452	1	"Dari"	0	36	988	3	60.99696	0	1	1	0	1	0	"Accident"	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-2	0	0	0	0	0	0	0	1	0	0	0	-1	0	2	0	0	0	0	-2	0	0	0	0	0	0	0	1	0	0	0	-1	0	2	0	0	0	0	-2	0	0	0	1	0	1	0	1	0	0	0	-1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	1.849	1533	2	11	13	1	"2/6/12"	2	6	2012	0	0	0	0	1	0	0	1	0	0	0	0	0	0	386.61	6	2319.66	0.0099503305	0.0	3.5837967	7.3349886	0.6200387	2.8656235	7.7491803	4.110988	1.7917595	5.9574165	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	1	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	1	"2/1/12"	1	2	2012	2806	"BAGH NOW"	32.3713	62.0955	2101	"Farah"	21	"Farah"	655	358	5.880533	6.484635	2	"Pashto"	1	23	0	0	0.0	0	1	1	0	1	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	-2	0	0	0	0	0	0	0	2	0	3	0	0	1	0	2	0	0	0	-2	0	0	0	0	0	0	0	4	0	9	2	0	5	2	3	0	3	1	0	1	0	0	1	0	1	0	5	0	12	2	0	7	2	3	0	7	2	4	2	0	0	2	0	2	0	11	3	51	4	0	40	1	8	2	0	2	-8	0	0	0	3	1	3	1	0	0	2.283	2798	1	1	3	0	"11/3/11"	11	3	2011	0	0	0	1	0	0	1	0	0	0	0	0	0	0	100.0	4	400.0	0.0099503305	0.0	3.1359289	7.9366636	0.829861	3.402197	5.9914894	-4.6051702	1.3862944	4.6051702	0	0	0	0	0	0.0	7	0	0	1	0	-6.0	8	0	0	4	2	-4.0	11	0	0	6	3	-5.0	0	0	0	0	0	1	0	0	"West"	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	0	2	0	0	2	0	3	0	0	5	0	4	0	0	13	2	0	0	0	0	1	0	2	0	1	0	2	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	1	"11/21/12"	21	11	2012	35100	"BALA BULUK"	32.7453	62.5589	2105	"Bala Buluk"	21	"Farah"	841	1043	6.949856	6.734591	2	"Pashto"	1	5	0	0	0.0	4	5	9	1	1	1	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	7	0	1	-1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.779	3953	0	3	3	0	"8/8/12"	8	8	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	375.35	52	19518.2	2.1983352	2.3025851	1.6114359	8.282232	2.8785803	5.3359985	9.879103	-4.6051702	3.9512436	5.927859	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	1	0	0	0	0	0	0	"West"	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	2	0	2	0	0	3	0	5	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
